kb_id,kb_name,kb_city,classification,operational_status,status_source,status_checked_at,status_note
A192,石林,昆明,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A193,翠湖与云南大学,昆明,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A194,云南民族村,昆明,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A195,西山,昆明,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A196,昆明老街,昆明,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A197,九乡溶洞,昆明,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A198,金马碧鸡坊,昆明,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A199,大观楼,昆明,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A200,斗南花市,昆明,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A201,亚龙湾,三亚,covered_variant,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A202,蜈支洲岛,三亚,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A203,天涯海角,三亚,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A204,南山文化旅游区,三亚,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A205,亚龙湾热带天堂森林公园,三亚,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A206,三亚湾,三亚,experience,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A207,大小洞天,三亚,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A208,海棠湾,三亚,experience,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A209,大东海旅游区,三亚,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A210,三亚千古情景区,三亚,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A211,栈桥,青岛,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A212,八大关,青岛,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A213,崂山,青岛,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A214,青岛啤酒博物馆,青岛,covered_variant,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A215,劈柴院,青岛,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A216,小青岛,青岛,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A217,第二海水浴场,青岛,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A218,五四广场,青岛,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A219,青岛天主教堂,青岛,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A220,青岛海底世界,青岛,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A221,黄鹤楼,武汉,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A222,湖北省博物馆,武汉,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A223,东湖绿道,武汉,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A224,武汉大学,武汉,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A225,长江大桥,武汉,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A226,户部巷,武汉,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A227,昙华林,武汉,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A228,楚河汉街,武汉,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A229,汉口江滩,武汉,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A230,归元禅寺,武汉,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A231,湖南博物院,长沙,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A232,橘子洲,长沙,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A233,岳麓山,长沙,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A234,岳麓书院,长沙,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A235,太平街,长沙,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A236,坡子街,长沙,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A237,IFS 国金中心,长沙,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A238,梅溪湖,长沙,experience,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A239,天心阁,长沙,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A240,靖港古镇,长沙,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A241,潮州古城,潮汕,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A242,广济桥,潮汕,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A243,开元寺,潮汕,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A244,汕头小公园,潮汕,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A245,南澳岛,潮汕,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A246,韩文公祠,潮汕,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A247,石炮台公园,潮汕,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A248,潮汕工夫茶体验,潮汕,experience,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A249,礐石风景区,潮汕,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A250,陈慈黉故居,潮汕,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A251,广州塔,广州,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A252,陈家祠,广州,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A253,沙面,广州,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A254,上下九步行街,广州,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A255,珠江新城,广州,experience,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A256,长隆野生动物世界,广州,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A257,永庆坊,广州,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A258,白云山,广州,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A259,北京路步行街,广州,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A260,越秀公园,广州,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A261,鼓浪屿,厦门,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A262,环岛路,厦门,experience,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A263,曾厝垵,厦门,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A264,厦门大学,厦门,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A265,沙坡尾,厦门,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A266,南普陀寺,厦门,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A267,胡里山炮台,厦门,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A268,五缘湾湿地公园,厦门,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A269,中山路步行街,厦门,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A270,演武大桥观景平台,厦门,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A271,中山陵,南京,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A272,明孝陵,南京,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A273,南京博物院,南京,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A274,夫子庙与秦淮河,南京,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A275,明城墙,南京,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A276,玄武湖公园,南京,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A277,先锋书店五台山店,南京,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A278,老门东,南京,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A279,鸡鸣寺,南京,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A280,南京眼步行桥,南京,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A281,拙政园,苏州,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A282,留园,苏州,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A283,平江路历史街区,苏州,covered_variant,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A284,山塘街,苏州,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A285,虎丘,苏州,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A286,苏州博物馆,苏州,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A287,周庄古镇,苏州,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A288,同里古镇,苏州,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A289,网师园,苏州,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A290,金鸡湖,苏州,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A291,西湖,杭州,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A292,灵隐寺与飞来峰,杭州,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A293,龙井村与梅家坞,杭州,experience,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A294,京杭大运河杭州段,杭州,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A295,西溪国家湿地公园,杭州,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A296,胡雪岩故居,杭州,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A297,钱塘江与钱江新城,杭州,experience,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A298,断桥与白堤,杭州,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A299,河坊街,杭州,covered_variant,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A300,九溪十八涧,杭州,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A301,洪崖洞,重庆,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A302,解放碑,重庆,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A303,磁器口古镇,重庆,covered_variant,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A304,长江索道,重庆,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A305,武隆天生三桥,重庆,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A306,白公馆,重庆,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A307,南山一棵树观景台,重庆,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A308,黄桷坪涂鸦一条街,重庆,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A309,重庆中国三峡博物馆,重庆,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A310,南滨路,重庆,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A311,成都大熊猫繁育研究基地,成都,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A312,都江堰,成都,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A313,宽窄巷子,成都,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A314,武侯祠,成都,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A315,锦里古街,成都,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A316,杜甫草堂,成都,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A317,青城山,成都,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A318,人民公园,成都,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A319,金沙遗址博物馆,成都,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A320,东郊记忆,成都,covered_variant,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A321,秦始皇帝陵博物院,西安,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A322,大雁塔与大唐不夜城,西安,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A323,陕西历史博物馆,西安,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A324,西安城墙,西安,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A325,回民街,西安,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A326,华清宫,西安,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A327,钟鼓楼,西安,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A328,大明宫国家遗址公园,西安,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A329,大唐芙蓉园,西安,covered_component,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A330,小雁塔,西安,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A331,外滩,上海,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A332,上海迪士尼乐园,上海,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A333,豫园与城隍庙,上海,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A334,上海博物馆,上海,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A335,陆家嘴,上海,covered_variant,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A336,多伦路文化名人街,上海,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A337,朱家角古镇,上海,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A338,上海科技馆,上海,covered_exact,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A339,田子坊,上海,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A340,上海自然博物馆,上海,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A591,贵州省博物馆,贵阳,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A592,张家界土家风情园,张家界,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A593,老君山,洛阳,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A594,中华巴洛克历史文化街区,哈尔滨,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A595,美人松公园,长白山,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A596,新疆维吾尔自治区博物馆,北疆（乌鲁木齐-喀纳斯）,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A621,呼伦湖,呼伦贝尔,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A641,翡翠谷景区,黄山,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A642,徽州古城,黄山,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A643,黄山齐云山,黄山,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
A644,黄山九龙瀑,黄山,unmatched,unknown,待官网核对,2026-09-04,尚未完成官方运营状态核对；如闭园、改造或暂停开放，需保留状态卡
